Element,Rotation axis,GB type,Crystal type,Potential,Sigma,GB plane,Misorientation Angle (°),GB energy (J/m²),Free volume (nm)
Mo,[110],STGB,BCC,ORB,41,(-3 3 -8),55.88,1.91,0.0341
Mo,[110],STGB,BCC,ORB,3,(-1 1 1),70.53,0.65,0.0120
Mo,[110],STGB,BCC,ORB,43,(5 -5 -6),80.63,2.18,0.0571
Mo,[110],STGB,BCC,ORB,17,(3 -3 -4),86.63,2.01,0.0434
Mo,[110],STGB,BCC,SNAP,289,(1 -1 24),6.74,1.59,0.0131
Mo,[110],STGB,BCC,SNAP,243,(-11 11 1),7.36,1.46,0.0107
Mo,[110],STGB,BCC,SNAP,201,(-10 10 1),8.09,1.55,0.0120
Mo,[110],STGB,BCC,SNAP,291,(1 -1 17),9.51,1.74,0.0138
Mo,[110],STGB,BCC,SNAP,129,(-8 8 1),10.1,1.65,0.0123
Mo,[110],STGB,BCC,SNAP,227,(-15 15 2),10.77,1.78,0.0139
Mo,[110],STGB,BCC,SNAP,99,(-7 7 1),11.54,1.91,0.0165
Mo,[110],STGB,BCC,SNAP,73,(-6 6 1),13.44,2.19,0.0199
Mo,[110],STGB,BCC,SNAP,51,(-5 5 1),16.1,2.33,0.0223
Mo,[110],STGB,BCC,SNAP,83,(-9 9 2),17.86,2.06,0.0191
Mo,[110],STGB,BCC,SNAP,33,(-4 4 1),20.05,2.15,0.0203
Mo,[110],STGB,BCC,SNAP,19,(-3 3 1),26.53,2.27,0.0228
Mo,[110],STGB,BCC,SNAP,27,(-5 5 2),31.59,2.34,0.0240
Mo,[110],STGB,BCC,SNAP,89,(-2 2 -9),34.89,2.55,0.0240
Mo,[110],STGB,BCC,SNAP,9,(-1 1 -4),38.94,1.98,0.0184
Mo,[110],STGB,BCC,SNAP,57,(-2 2 -7),44,2.46,0.0259
Mo,[110],STGB,BCC,SNAP,59,(-5 5 3),45.98,2.31,0.0203
Mo,[110],STGB,BCC,SNAP,11,(-3 3 2),50.48,1.77,0.0188
Mo,[110],STGB,BCC,SNAP,41,(-3 3 -8),55.88,2.04,0.0178
Mo,[110],STGB,BCC,SNAP,97,(-5 5 -12),61.02,2.18,0.0207
Mo,[110],STGB,BCC,SNAP,67,(-3 3 -7),62.44,2.22,0.0216
Mo,[110],STGB,BCC,SNAP,3,(-1 1 1),70.53,0.66,0.0062
Mo,[110],STGB,BCC,SNAP,81,(7 -7 -8),77.88,2.27,0.0215
Mo,[110],STGB,BCC,SNAP,43,(5 -5 -6),80.63,2.16,0.0215
Mo,[110],STGB,BCC,SNAP,17,(3 -3 -4),86.63,1.93,0.0195
Mo,[110],STGB,BCC,SevenNet,33,(-4 4 1),20.05,0.29,0.1745
Mo,[110],STGB,BCC,SevenNet,19,(-3 3 1),26.53,0.48,0.1011
Mo,[110],STGB,BCC,SevenNet,27,(-5 5 2),31.59,0.36,0.1583
Mo,[110],STGB,BCC,SevenNet,9,(-1 1 -4),38.94,1.17,0.0655
Mo,[110],STGB,BCC,SevenNet,11,(-3 3 2),50.48,0.68,0.0800
Mo,[110],STGB,BCC,SevenNet,17,(3 -3 -4),86.63,0.60,0.1150
Mo,[110],STGB,BCC,UMA,33,(-4 4 1),20.05,0.54,0.0195
Mo,[110],STGB,BCC,UMA,19,(-3 3 1),26.53,1.14,0.0270
Mo,[110],STGB,BCC,UMA,27,(-5 5 2),31.59,0.83,0.0177
Mo,[110],STGB,BCC,UMA,9,(-1 1 -4),38.94,1.21,0.0252
Mo,[110],STGB,BCC,UMA,57,(-2 2 -7),44,0.28,0.0143
Mo,[110],STGB,BCC,UMA,11,(-3 3 2),50.48,1.02,0.0160
Mo,[110],STGB,BCC,UMA,41,(-3 3 -8),55.88,0.10,0.0152
Mo,[110],STGB,BCC,UMA,3,(-1 1 1),70.53,0.23,0.0047
Mo,[110],STGB,BCC,UMA,43,(5 -5 -6),80.63,0.36,0.0119
Mo,[110],STGB,BCC,UMA,17,(3 -3 -4),86.63,0.87,0.0168
Mo,[110],STGB,BCC,UNEP,289,(1 -1 24),6.74,1.28,0.0789
Mo,[110],STGB,BCC,UNEP,243,(-11 11 1),7.36,1.40,0.0811
Mo,[110],STGB,BCC,UNEP,201,(-10 10 1),8.09,1.47,0.0781
Mo,[110],STGB,BCC,UNEP,291,(1 -1 17),9.51,1.69,0.0787
Mo,[110],STGB,BCC,UNEP,129,(-8 8 1),10.1,1.63,0.0696
Mo,[110],STGB,BCC,UNEP,227,(-15 15 2),10.77,1.68,0.0742
Mo,[110],STGB,BCC,UNEP,99,(-7 7 1),11.54,1.70,0.0674
Mo,[110],STGB,BCC,UNEP,73,(-6 6 1),13.44,1.82,0.0785
Mo,[110],STGB,BCC,UNEP,51,(-5 5 1),16.1,1.83,0.0626
Mo,[110],STGB,BCC,UNEP,83,(-9 9 2),17.86,1.98,0.0736
Mo,[110],STGB,BCC,UNEP,33,(-4 4 1),20.05,2.16,0.0779
Mo,[110],STGB,BCC,UNEP,19,(-3 3 1),26.53,2.16,0.0513
Mo,[110],STGB,BCC,UNEP,27,(-5 5 2),31.59,2.25,0.0430
Mo,[110],STGB,BCC,UNEP,89,(-2 2 -9),34.89,2.35,0.0711
Mo,[110],STGB,BCC,UNEP,9,(-1 1 -4),38.94,2.17,0.0745
Mo,[110],STGB,BCC,UNEP,57,(-2 2 -7),44,2.24,0.0592
Mo,[110],STGB,BCC,UNEP,59,(-5 5 3),45.98,2.21,0.0582
Mo,[110],STGB,BCC,UNEP,11,(-3 3 2),50.48,1.96,0.0674
Mo,[110],STGB,BCC,UNEP,41,(-3 3 -8),55.88,2.10,0.0698
Mo,[110],STGB,BCC,UNEP,97,(-5 5 -12),61.02,1.96,0.0681
Mo,[110],STGB,BCC,UNEP,67,(-3 3 -7),62.44,2.22,0.0820
Mo,[110],STGB,BCC,UNEP,3,(-1 1 1),70.53,0.74,0.0000
Mo,[110],STGB,BCC,UNEP,81,(7 -7 -8),77.88,2.23,0.0745
Mo,[110],STGB,BCC,UNEP,43,(5 -5 -6),80.63,2.15,0.0682
Mo,[110],STGB,BCC,UNEP,17,(3 -3 -4),86.63,2.04,0.0542
Mo,[110],STGB,BCC,eSEN,73,(-6 6 1),13.44,1.53,0.0413
Mo,[110],STGB,BCC,eSEN,51,(-5 5 1),16.1,1.75,0.0562
Mo,[110],STGB,BCC,eSEN,83,(-9 9 2),17.86,1.52,0.0529
Mo,[110],STGB,BCC,eSEN,33,(-4 4 1),20.05,1.55,0.0658
Mo,[110],STGB,BCC,eSEN,19,(-3 3 1),26.53,1.66,0.0600
Mo,[110],STGB,BCC,eSEN,27,(-5 5 2),31.59,1.87,0.0555
Mo,[110],STGB,BCC,eSEN,89,(-2 2 -9),34.89,1.88,0.0509
Mo,[110],STGB,BCC,eSEN,9,(-1 1 -4),38.94,1.80,0.0861
Mo,[110],STGB,BCC,eSEN,57,(-2 2 -7),44,1.88,0.0548
Mo,[110],STGB,BCC,eSEN,59,(-5 5 3),45.98,1.80,0.0602
Mo,[110],STGB,BCC,eSEN,11,(-3 3 2),50.48,1.89,0.0662
Mo,[110],STGB,BCC,eSEN,41,(-3 3 -8),55.88,1.54,0.0484
Mo,[110],STGB,BCC,eSEN,97,(-5 5 -12),61.02,1.54,0.0492
Mo,[110],STGB,BCC,eSEN,67,(-3 3 -7),62.44,1.86,0.0616
Mo,[110],STGB,BCC,eSEN,3,(-1 1 1),70.53,0.52,0.0058
Mo,[110],STGB,BCC,eSEN,81,(7 -7 -8),77.88,1.89,0.0520
Mo,[110],STGB,BCC,eSEN,43,(5 -5 -6),80.63,1.84,0.0729
Mo,[110],STGB,BCC,eSEN,17,(3 -3 -4),86.63,1.63,0.0470
Mo,[110],TWGB,BCC,ADP,289,(1 1 0),6.74,0.95,0.0097
Mo,[110],TWGB,BCC,ADP,243,(1 1 0),7.36,0.98,0.0098
Mo,[110],TWGB,BCC,ADP,201,(1 1 0),8.09,1.01,0.0096
Mo,[110],TWGB,BCC,ADP,291,(1 1 0),9.51,1.06,0.0099
Mo,[110],TWGB,BCC,ADP,129,(1 1 0),10.1,1.08,0.0099
Mo,[110],TWGB,BCC,ADP,227,(1 1 0),10.77,1.10,0.0099
Mo,[110],TWGB,BCC,ADP,99,(1 1 0),11.54,1.12,0.0102
Mo,[110],TWGB,BCC,ADP,73,(1 1 0),13.44,1.16,0.0100
Mo,[110],TWGB,BCC,ADP,51,(1 1 0),16.1,1.20,0.0106
Mo,[110],TWGB,BCC,ADP,83,(1 1 0),17.86,1.22,0.0104
Mo,[110],TWGB,BCC,ADP,33,(1 1 0),20.05,1.24,0.0105
Mo,[110],TWGB,BCC,ADP,19,(1 1 0),26.53,1.26,0.0110
Mo,[110],TWGB,BCC,ADP,27,(1 1 0),31.59,1.28,0.0114
Mo,[110],TWGB,BCC,ADP,89,(1 1 0),34.89,1.28,0.0111
Mo,[110],TWGB,BCC,ADP,9,(1 1 0),38.94,1.25,0.0119
Mo,[110],TWGB,BCC,ADP,57,(1 1 0),44,1.27,0.0114
Mo,[110],TWGB,BCC,ADP,59,(1 1 0),45.98,1.26,0.0114
Mo,[110],TWGB,BCC,ADP,11,(1 1 0),50.48,1.17,0.0106
Mo,[110],TWGB,BCC,ADP,41,(1 1 0),55.88,1.22,0.0120
Mo,[110],TWGB,BCC,ADP,97,(1 1 0),61.02,1.17,0.0109
Mo,[110],TWGB,BCC,ADP,67,(1 1 0),62.44,1.14,0.0109
Mo,[110],TWGB,BCC,ADP,3,(1 1 0),70.53,0.71,0.0066
Mo,[110],TWGB,BCC,ADP,81,(1 1 0),77.88,1.10,0.0104
Mo,[110],TWGB,BCC,ADP,43,(1 1 0),80.63,1.13,0.0110
Mo,[110],TWGB,BCC,ADP,17,(1 1 0),86.63,1.19,0.0104
Mo,[110],TWGB,BCC,EAM,289,(1 1 0),6.74,0.84,0.0002
Mo,[110],TWGB,BCC,EAM,243,(1 1 0),7.36,0.86,0.0003
Mo,[110],TWGB,BCC,EAM,201,(1 1 0),8.09,0.88,0.0009
Mo,[110],TWGB,BCC,EAM,291,(1 1 0),9.51,0.91,0.0018
Mo,[110],TWGB,BCC,EAM,129,(1 1 0),10.1,0.93,0.0019
Mo,[110],TWGB,BCC,EAM,227,(1 1 0),10.77,0.94,0.0020
Mo,[110],TWGB,BCC,EAM,99,(1 1 0),11.54,0.95,0.0022
Mo,[110],TWGB,BCC,EAM,73,(1 1 0),13.44,0.98,0.0026
Mo,[110],TWGB,BCC,EAM,51,(1 1 0),16.1,1.00,0.0047
Mo,[110],TWGB,BCC,EAM,83,(1 1 0),17.86,1.01,0.0044
Mo,[110],TWGB,BCC,EAM,33,(1 1 0),20.05,1.03,0.0050
Mo,[110],TWGB,BCC,EAM,19,(1 1 0),26.53,1.01,0.0077
Mo,[110],TWGB,BCC,EAM,27,(1 1 0),31.59,1.03,0.0074
Mo,[110],TWGB,BCC,EAM,89,(1 1 0),34.89,1.04,0.0069
Mo,[110],TWGB,BCC,EAM,9,(1 1 0),38.94,1.00,0.0065
Mo,[110],TWGB,BCC,EAM,57,(1 1 0),44,1.03,0.0061
Mo,[110],TWGB,BCC,EAM,59,(1 1 0),45.98,1.01,0.0065
Mo,[110],TWGB,BCC,EAM,11,(1 1 0),50.48,0.93,0.0069
Mo,[110],TWGB,BCC,EAM,41,(1 1 0),55.88,0.98,0.0053
Mo,[110],TWGB,BCC,EAM,97,(1 1 0),61.02,0.95,0.0037
Mo,[110],TWGB,BCC,EAM,67,(1 1 0),62.44,0.94,0.0032
Mo,[110],TWGB,BCC,EAM,3,(1 1 0),70.53,0.53,0.0014
Mo,[110],TWGB,BCC,EAM,81,(1 1 0),77.88,0.93,0.0027
Mo,[110],TWGB,BCC,EAM,43,(1 1 0),80.63,0.95,0.0047
Mo,[110],TWGB,BCC,EAM,17,(1 1 0),86.63,1.00,0.0042
Mo,[110],TWGB,BCC,GRACE,289,(1 1 0),6.74,0.83,0.0086
Mo,[110],TWGB,BCC,GRACE,243,(1 1 0),7.36,0.86,0.0089
Mo,[110],TWGB,BCC,GRACE,201,(1 1 0),8.09,0.90,0.0093
Mo,[110],TWGB,BCC,GRACE,291,(1 1 0),9.51,0.95,0.0100
Mo,[110],TWGB,BCC,GRACE,129,(1 1 0),10.1,0.97,0.0102
Mo,[110],TWGB,BCC,GRACE,227,(1 1 0),10.77,0.99,0.0105
Mo,[110],TWGB,BCC,GRACE,99,(1 1 0),11.54,1.01,0.0107
Mo,[110],TWGB,BCC,GRACE,73,(1 1 0),13.44,1.05,0.0113
Mo,[110],TWGB,BCC,GRACE,51,(1 1 0),16.1,1.09,0.0119
Mo,[110],TWGB,BCC,GRACE,83,(1 1 0),17.86,1.11,0.0123
Mo,[110],TWGB,BCC,GRACE,33,(1 1 0),20.05,1.12,0.0126
Mo,[110],TWGB,BCC,GRACE,19,(1 1 0),26.53,1.15,0.0134
Mo,[110],TWGB,BCC,GRACE,27,(1 1 0),31.59,1.17,0.0139
Mo,[110],TWGB,BCC,GRACE,89,(1 1 0),34.89,1.17,0.0137
Mo,[110],TWGB,BCC,GRACE,9,(1 1 0),38.94,1.17,0.0135
Mo,[110],TWGB,BCC,GRACE,57,(1 1 0),44,1.16,0.0131
Mo,[110],TWGB,BCC,GRACE,59,(1 1 0),45.98,1.15,0.0128
Mo,[110],TWGB,BCC,GRACE,11,(1 1 0),50.48,1.05,0.0113
Mo,[110],TWGB,BCC,GRACE,41,(1 1 0),55.88,1.11,0.0118
Mo,[110],TWGB,BCC,GRACE,97,(1 1 0),61.02,1.07,0.0113
Mo,[110],TWGB,BCC,GRACE,67,(1 1 0),62.44,1.05,0.0111
Mo,[110],TWGB,BCC,GRACE,3,(1 1 0),70.53,0.72,0.0078
Mo,[110],TWGB,BCC,GRACE,81,(1 1 0),77.88,1.04,0.0121
Mo,[110],TWGB,BCC,GRACE,43,(1 1 0),80.63,1.06,0.0126
Mo,[110],TWGB,BCC,GRACE,17,(1 1 0),86.63,1.11,0.0129
Mo,[110],TWGB,BCC,MACE,99,(1 1 0),11.54,0.55,0.0080
Mo,[110],TWGB,BCC,MACE,73,(1 1 0),13.44,0.59,0.0089
Mo,[110],TWGB,BCC,MACE,51,(1 1 0),16.1,0.63,0.0092
Mo,[110],TWGB,BCC,MACE,83,(1 1 0),17.86,0.65,0.0098
Mo,[110],TWGB,BCC,MACE,33,(1 1 0),20.05,0.66,0.0100
Mo,[110],TWGB,BCC,MACE,19,(1 1 0),26.53,0.69,0.0096
Mo,[110],TWGB,BCC,MACE,27,(1 1 0),31.59,0.71,0.0105
Mo,[110],TWGB,BCC,MACE,89,(1 1 0),34.89,0.69,0.0101
Mo,[110],TWGB,BCC,MACE,9,(1 1 0),38.94,0.67,0.0105
Mo,[110],TWGB,BCC,MACE,57,(1 1 0),44,0.71,0.0112
Mo,[110],TWGB,BCC,MACE,59,(1 1 0),45.98,0.71,0.0111
Mo,[110],TWGB,BCC,MACE,11,(1 1 0),50.48,0.70,0.0113
Mo,[110],TWGB,BCC,MACE,41,(1 1 0),55.88,0.71,0.0117
Mo,[110],TWGB,BCC,MACE,97,(1 1 0),61.02,0.61,0.0102
Mo,[110],TWGB,BCC,MACE,67,(1 1 0),62.44,0.57,0.0097
Mo,[110],TWGB,BCC,MACE,3,(1 1 0),70.53,0.34,0.0071
Mo,[110],TWGB,BCC,MACE,81,(1 1 0),77.88,0.51,0.0083
Mo,[110],TWGB,BCC,MACE,43,(1 1 0),80.63,0.53,0.0087
Mo,[110],TWGB,BCC,MACE,17,(1 1 0),86.63,0.59,0.0096
Mo,[110],TWGB,BCC,MEAM,289,(1 1 0),6.74,0.85,-0.0309
Mo,[110],TWGB,BCC,MEAM,243,(1 1 0),7.36,0.87,-0.0306
Mo,[110],TWGB,BCC,MEAM,201,(1 1 0),8.09,0.89,-0.0305
Mo,[110],TWGB,BCC,MEAM,291,(1 1 0),9.51,0.92,-0.0300
Mo,[110],TWGB,BCC,MEAM,129,(1 1 0),10.1,0.94,-0.0299
Mo,[110],TWGB,BCC,MEAM,227,(1 1 0),10.77,0.95,-0.0298
Mo,[110],TWGB,BCC,MEAM,99,(1 1 0),11.54,0.96,-0.0294
Mo,[110],TWGB,BCC,MEAM,73,(1 1 0),13.44,0.99,-0.0293
Mo,[110],TWGB,BCC,MEAM,51,(1 1 0),16.1,1.01,-0.0288
Mo,[110],TWGB,BCC,MEAM,83,(1 1 0),17.86,1.03,-0.0288
Mo,[110],TWGB,BCC,MEAM,33,(1 1 0),20.05,1.05,-0.0285
Mo,[110],TWGB,BCC,MEAM,19,(1 1 0),26.53,1.07,-0.0283
Mo,[110],TWGB,BCC,MEAM,27,(1 1 0),31.59,1.06,-0.0279
Mo,[110],TWGB,BCC,MEAM,89,(1 1 0),34.89,1.08,-0.0279
Mo,[110],TWGB,BCC,MEAM,9,(1 1 0),38.94,1.03,-0.0279
Mo,[110],TWGB,BCC,MEAM,57,(1 1 0),44,1.06,-0.0282
Mo,[110],TWGB,BCC,MEAM,59,(1 1 0),45.98,1.05,-0.0281
Mo,[110],TWGB,BCC,MEAM,11,(1 1 0),50.48,0.97,-0.0284
Mo,[110],TWGB,BCC,MEAM,41,(1 1 0),55.88,1.03,-0.0284
Mo,[110],TWGB,BCC,MEAM,97,(1 1 0),61.02,0.99,-0.0292
Mo,[110],TWGB,BCC,MEAM,67,(1 1 0),62.44,0.97,-0.0294
Mo,[110],TWGB,BCC,MEAM,3,(1 1 0),70.53,0.53,-0.0312
Mo,[110],TWGB,BCC,MEAM,81,(1 1 0),77.88,0.93,-0.0295
Mo,[110],TWGB,BCC,MEAM,43,(1 1 0),80.63,0.96,-0.0292
Mo,[110],TWGB,BCC,MEAM,17,(1 1 0),86.63,1.01,-0.0292
Mo,[110],TWGB,BCC,ORB,73,(1 1 0),13.44,1.14,0.0136
Mo,[110],TWGB,BCC,ORB,51,(1 1 0),16.1,1.18,0.0105
Mo,[110],TWGB,BCC,ORB,83,(1 1 0),17.86,1.21,0.0103
Mo,[110],TWGB,BCC,ORB,33,(1 1 0),20.05,1.23,0.0166
Mo,[110],TWGB,BCC,ORB,19,(1 1 0),26.53,1.26,0.0160
Mo,[110],TWGB,BCC,ORB,27,(1 1 0),31.59,1.27,0.0158
Mo,[110],TWGB,BCC,ORB,89,(1 1 0),34.89,1.28,0.0169
Mo,[110],TWGB,BCC,ORB,9,(1 1 0),38.94,1.25,0.0146
Mo,[110],TWGB,BCC,ORB,57,(1 1 0),44,1.28,0.0141
Mo,[110],TWGB,BCC,ORB,59,(1 1 0),45.98,1.27,0.0151
Mo,[110],TWGB,BCC,ORB,11,(1 1 0),50.48,1.15,0.0170
Mo,[110],TWGB,BCC,ORB,41,(1 1 0),55.88,1.22,0.0150
Mo,[110],TWGB,BCC,ORB,67,(1 1 0),62.44,1.15,0.0102
Mo,[110],TWGB,BCC,ORB,3,(1 1 0),70.53,0.77,0.0143
Mo,[110],TWGB,BCC,ORB,81,(1 1 0),77.88,1.14,0.0115
Mo,[110],TWGB,BCC,ORB,43,(1 1 0),80.63,1.15,0.0152
Mo,[110],TWGB,BCC,ORB,17,(1 1 0),86.63,1.21,0.0175
Mo,[110],TWGB,BCC,SNAP,289,(1 1 0),6.74,0.94,0.0042
Mo,[110],TWGB,BCC,SNAP,243,(1 1 0),7.36,0.97,0.0046
Mo,[110],TWGB,BCC,SNAP,201,(1 1 0),8.09,1.01,0.0048
Mo,[110],TWGB,BCC,SNAP,291,(1 1 0),9.51,1.07,0.0054
Mo,[110],TWGB,BCC,SNAP,129,(1 1 0),10.1,1.09,0.0056
Mo,[110],TWGB,BCC,SNAP,227,(1 1 0),10.77,1.11,0.0058
Mo,[110],TWGB,BCC,SNAP,99,(1 1 0),11.54,1.13,0.0060
Mo,[110],TWGB,BCC,SNAP,73,(1 1 0),13.44,1.18,0.0066
Mo,[110],TWGB,BCC,SNAP,51,(1 1 0),16.1,1.22,0.0075
Mo,[110],TWGB,BCC,SNAP,83,(1 1 0),17.86,1.25,0.0081
Mo,[110],TWGB,BCC,SNAP,33,(1 1 0),20.05,1.28,0.0082
Mo,[110],TWGB,BCC,SNAP,19,(1 1 0),26.53,1.28,0.0095
Mo,[110],TWGB,BCC,SNAP,27,(1 1 0),31.59,1.31,0.0099
Mo,[110],TWGB,BCC,SNAP,89,(1 1 0),34.89,1.33,0.0097
Mo,[110],TWGB,BCC,SNAP,9,(1 1 0),38.94,1.31,0.0112
Mo,[110],TWGB,BCC,SNAP,57,(1 1 0),44,1.31,0.0098
Mo,[110],TWGB,BCC,SNAP,59,(1 1 0),45.98,1.29,0.0099
Mo,[110],TWGB,BCC,SNAP,11,(1 1 0),50.48,1.21,0.0106
Mo,[110],TWGB,BCC,SNAP,41,(1 1 0),55.88,1.25,0.0091
Mo,[110],TWGB,BCC,SNAP,97,(1 1 0),61.02,1.20,0.0081
Mo,[110],TWGB,BCC,SNAP,67,(1 1 0),62.44,1.18,0.0080
Mo,[110],TWGB,BCC,SNAP,3,(1 1 0),70.53,0.78,0.0065
Mo,[110],TWGB,BCC,SNAP,81,(1 1 0),77.88,1.20,0.0083
Mo,[110],TWGB,BCC,SNAP,43,(1 1 0),80.63,1.23,0.0092
Mo,[110],TWGB,BCC,SNAP,17,(1 1 0),86.63,1.29,0.0091
Mo,[110],TWGB,BCC,SevenNet,99,(1 1 0),11.54,0.08,0.0740
Mo,[110],TWGB,BCC,SevenNet,73,(1 1 0),13.44,0.24,0.0710
Mo,[110],TWGB,BCC,SevenNet,51,(1 1 0),16.1,0.20,0.0733
Mo,[110],TWGB,BCC,SevenNet,83,(1 1 0),17.86,0.25,0.0584
Mo,[110],TWGB,BCC,SevenNet,33,(1 1 0),20.05,0.38,0.0694
Mo,[110],TWGB,BCC,SevenNet,19,(1 1 0),26.53,0.47,0.0610
Mo,[110],TWGB,BCC,SevenNet,27,(1 1 0),31.59,0.32,0.0597
Mo,[110],TWGB,BCC,SevenNet,89,(1 1 0),34.89,0.24,0.0632
Mo,[110],TWGB,BCC,SevenNet,9,(1 1 0),38.94,0.59,0.0296
Mo,[110],TWGB,BCC,SevenNet,57,(1 1 0),44,0.28,0.0633
Mo,[110],TWGB,BCC,SevenNet,59,(1 1 0),45.98,0.28,0.0752
Mo,[110],TWGB,BCC,SevenNet,11,(1 1 0),50.48,0.51,0.0419
Mo,[110],TWGB,BCC,SevenNet,41,(1 1 0),55.88,0.30,0.0731
Mo,[110],TWGB,BCC,SevenNet,97,(1 1 0),61.02,0.15,0.0750
Mo,[110],TWGB,BCC,SevenNet,67,(1 1 0),62.44,0.22,0.0589
Mo,[110],TWGB,BCC,SevenNet,3,(1 1 0),70.53,0.34,0.0051
Mo,[110],TWGB,BCC,SevenNet,81,(1 1 0),77.88,0.09,0.0593
Mo,[110],TWGB,BCC,SevenNet,43,(1 1 0),80.63,0.18,0.0587
Mo,[110],TWGB,BCC,SevenNet,17,(1 1 0),86.63,0.38,0.0476
Mo,[110],TWGB,BCC,UMA,73,(1 1 0),13.44,0.52,0.0072
Mo,[110],TWGB,BCC,UMA,51,(1 1 0),16.1,0.55,0.0075
Mo,[110],TWGB,BCC,UMA,83,(1 1 0),17.86,0.58,0.0083
Mo,[110],TWGB,BCC,UMA,33,(1 1 0),20.05,0.60,0.0085
Mo,[110],TWGB,BCC,UMA,19,(1 1 0),26.53,0.61,0.0089
Mo,[110],TWGB,BCC,UMA,27,(1 1 0),31.59,0.64,0.0096
Mo,[110],TWGB,BCC,UMA,9,(1 1 0),38.94,0.65,0.0098
Mo,[110],TWGB,BCC,UMA,57,(1 1 0),44,0.64,0.0098
Mo,[110],TWGB,BCC,UMA,59,(1 1 0),45.98,0.63,0.0094
Mo,[110],TWGB,BCC,UMA,11,(1 1 0),50.48,0.51,0.0075
Mo,[110],TWGB,BCC,UMA,41,(1 1 0),55.88,0.58,0.0082
Mo,[110],TWGB,BCC,UMA,67,(1 1 0),62.44,0.52,0.0075
Mo,[110],TWGB,BCC,UMA,3,(1 1 0),70.53,0.16,0.0043
Mo,[110],TWGB,BCC,UMA,81,(1 1 0),77.88,0.51,0.0085
Mo,[110],TWGB,BCC,UMA,43,(1 1 0),80.63,0.53,0.0086
Mo,[110],TWGB,BCC,UMA,17,(1 1 0),86.63,0.60,0.0096
Mo,[110],TWGB,BCC,UNEP,289,(1 1 0),6.74,0.87,0.0027
Mo,[110],TWGB,BCC,UNEP,243,(1 1 0),7.36,0.90,0.0003
Mo,[110],TWGB,BCC,UNEP,201,(1 1 0),8.09,0.93,0.0048
Mo,[110],TWGB,BCC,UNEP,291,(1 1 0),9.51,0.99,0.0038
Mo,[110],TWGB,BCC,UNEP,227,(1 1 0),10.77,1.03,0.0005
Mo,[110],TWGB,BCC,UNEP,73,(1 1 0),13.44,1.10,0.0045
Mo,[110],TWGB,BCC,UNEP,83,(1 1 0),17.86,1.19,0.0000
Mo,[110],TWGB,BCC,UNEP,19,(1 1 0),26.53,1.27,0.0031
Mo,[110],TWGB,BCC,UNEP,27,(1 1 0),31.59,1.29,0.0030
Mo,[110],TWGB,BCC,UNEP,89,(1 1 0),34.89,1.30,0.0039
Mo,[110],TWGB,BCC,UNEP,9,(1 1 0),38.94,1.30,0.0021
Mo,[110],TWGB,BCC,UNEP,57,(1 1 0),44,1.29,0.0042
Mo,[110],TWGB,BCC,UNEP,59,(1 1 0),45.98,1.28,0.0040
Mo,[110],TWGB,BCC,UNEP,11,(1 1 0),50.48,1.20,0.0021
Mo,[110],TWGB,BCC,UNEP,41,(1 1 0),55.88,1.23,0.0015
Mo,[110],TWGB,BCC,UNEP,97,(1 1 0),61.02,1.17,0.0034
Mo,[110],TWGB,BCC,UNEP,67,(1 1 0),62.44,1.15,0.0027
Mo,[110],TWGB,BCC,UNEP,3,(1 1 0),70.53,0.83,0.0048
Mo,[110],TWGB,BCC,UNEP,81,(1 1 0),77.88,1.16,0.0046
Mo,[110],TWGB,BCC,UNEP,43,(1 1 0),80.63,1.18,0.0024
Mo,[110],TWGB,BCC,UNEP,17,(1 1 0),86.63,1.22,0.0008
Mo,[110],TWGB,BCC,eSEN,73,(1 1 0),13.44,0.99,0.0115
Mo,[110],TWGB,BCC,eSEN,51,(1 1 0),16.1,1.02,0.0119
Mo,[110],TWGB,BCC,eSEN,83,(1 1 0),17.86,1.04,0.0122
Mo,[110],TWGB,BCC,eSEN,33,(1 1 0),20.05,1.05,0.0123
Mo,[110],TWGB,BCC,eSEN,19,(1 1 0),26.53,1.05,0.0127
Mo,[110],TWGB,BCC,eSEN,27,(1 1 0),31.59,1.06,0.0131
Mo,[110],TWGB,BCC,eSEN,9,(1 1 0),38.94,1.06,0.0126
Mo,[110],TWGB,BCC,eSEN,57,(1 1 0),44,1.06,0.0126
Mo,[110],TWGB,BCC,eSEN,59,(1 1 0),45.98,1.05,0.0123
Mo,[110],TWGB,BCC,eSEN,11,(1 1 0),50.48,0.94,0.0114
Mo,[110],TWGB,BCC,eSEN,41,(1 1 0),55.88,1.01,0.0115
Mo,[110],TWGB,BCC,eSEN,67,(1 1 0),62.44,0.95,0.0103
Mo,[110],TWGB,BCC,eSEN,3,(1 1 0),70.53,0.66,0.0063
Mo,[110],TWGB,BCC,eSEN,81,(1 1 0),77.88,0.97,0.0114
Mo,[110],TWGB,BCC,eSEN,43,(1 1 0),80.63,0.97,0.0120
Mo,[110],TWGB,BCC,eSEN,17,(1 1 0),86.63,1.05,0.0127
Mo,[111],STGB,BCC,ADP,273,(1 -17 16),6.01,1.38,0.0258
Mo,[111],STGB,BCC,ADP,241,(31 -14 -17),6.4,1.75,0.0324
Mo,[111],STGB,BCC,ADP,211,(29 -13 -16),6.84,1.61,0.0285
Mo,[111],STGB,BCC,ADP,183,(1 -14 13),7.34,1.79,0.0300
