Element,Rotation axis,GB type,Crystal type,Potential,Sigma,GB plane,Misorientation Angle (°),GB energy (J/m²),Free volume (nm)
Fe,[100],STGB,BCC,MEAM,13,(0 -5 1),22.62,1.09,0.0202
Fe,[100],STGB,BCC,MEAM,17,(0 -4 -1),28.07,1.19,0.0227
Fe,[100],STGB,BCC,MEAM,5,(0 1 3),36.87,1.19,0.0233
Fe,[100],STGB,BCC,MEAM,29,(0 -2 5),43.6,1.54,0.0280
Fe,[100],STGB,BCC,MEAM,29,(0 -3 7),46.4,1.65,0.0296
Fe,[100],STGB,BCC,MEAM,5,(0 1 2),53.13,1.14,0.0197
Fe,[100],STGB,BCC,MEAM,17,(0 -5 -3),61.93,1.34,0.0236
Fe,[100],STGB,BCC,MEAM,13,(0 -3 2),67.38,1.36,0.0252
Fe,[100],STGB,BCC,MEAM,37,(0 -7 -5),71.08,1.38,0.0224
Fe,[100],STGB,BCC,MEAM,25,(0 -4 3),73.74,1.29,0.0212
Fe,[100],STGB,BCC,MEAM,41,(0 -5 4),77.32,1.19,0.0208
Fe,[100],STGB,BCC,MEAM,61,(0 -6 5),79.61,1.16,0.0190
Fe,[100],STGB,BCC,ORB,41,(0 -9 1),12.68,1.14,0.0453
Fe,[100],STGB,BCC,ORB,25,(0 -7 1),16.26,1.28,0.0333
Fe,[100],STGB,BCC,ORB,37,(0 -6 -1),18.92,1.74,0.0953
Fe,[100],STGB,BCC,ORB,13,(0 -5 1),22.62,1.45,0.0282
Fe,[100],STGB,BCC,ORB,17,(0 -4 -1),28.07,1.60,0.0414
Fe,[100],STGB,BCC,ORB,5,(0 1 3),36.87,1.55,0.0397
Fe,[100],STGB,BCC,ORB,29,(0 -2 5),43.6,1.78,0.0440
Fe,[100],STGB,BCC,ORB,29,(0 -3 7),46.4,1.79,0.0534
Fe,[100],STGB,BCC,ORB,5,(0 1 2),53.13,1.58,0.0250
Fe,[100],STGB,BCC,ORB,17,(0 -5 -3),61.93,1.76,0.0394
Fe,[100],STGB,BCC,ORB,13,(0 -3 2),67.38,1.62,0.0374
Fe,[100],STGB,BCC,ORB,37,(0 -7 -5),71.08,1.36,0.0647
Fe,[100],STGB,BCC,ORB,25,(0 -4 3),73.74,1.50,0.0334
Fe,[100],STGB,BCC,ORB,41,(0 -5 4),77.32,1.42,0.0442
Fe,[100],STGB,BCC,ORB,61,(0 -6 5),79.61,1.33,0.0074
Fe,[100],STGB,BCC,SevenNet,25,(0 -7 1),16.26,0.62,0.0069
Fe,[100],STGB,BCC,SevenNet,37,(0 -6 -1),18.92,0.68,0.0102
Fe,[100],STGB,BCC,SevenNet,13,(0 -5 1),22.62,0.72,0.0142
Fe,[100],STGB,BCC,SevenNet,17,(0 -4 -1),28.07,0.83,0.0224
Fe,[100],STGB,BCC,SevenNet,5,(0 1 3),36.87,0.85,0.0324
Fe,[100],STGB,BCC,SevenNet,29,(0 -2 5),43.6,1.05,0.0307
Fe,[100],STGB,BCC,SevenNet,29,(0 -3 7),46.4,1.07,0.0326
Fe,[100],STGB,BCC,SevenNet,5,(0 1 2),53.13,0.79,0.0200
Fe,[100],STGB,BCC,SevenNet,17,(0 -5 -3),61.93,0.90,0.0213
Fe,[100],STGB,BCC,SevenNet,13,(0 -3 2),67.38,0.93,0.0177
Fe,[100],STGB,BCC,SevenNet,25,(0 -4 3),73.74,0.83,0.0106
Fe,[100],STGB,BCC,SevenNet,41,(0 -5 4),77.32,0.76,0.0072
Fe,[100],STGB,BCC,SevenNet,61,(0 -6 5),79.61,0.67,0.0108
Fe,[100],STGB,BCC,UMA,25,(0 -7 1),16.26,3.03,0.0959
Fe,[100],STGB,BCC,UMA,37,(0 -6 -1),18.92,2.65,0.0865
Fe,[100],STGB,BCC,UMA,13,(0 -5 1),22.62,2.21,0.0742
Fe,[100],STGB,BCC,UMA,17,(0 -4 -1),28.07,2.19,0.0695
Fe,[100],STGB,BCC,UMA,5,(0 1 3),36.87,2.10,0.0639
Fe,[100],STGB,BCC,UMA,29,(0 -2 5),43.6,2.65,0.0906
Fe,[100],STGB,BCC,UMA,29,(0 -3 7),46.4,3.06,0.1098
Fe,[100],STGB,BCC,UMA,5,(0 1 2),53.13,1.97,0.0515
Fe,[100],STGB,BCC,UMA,17,(0 -5 -3),61.93,2.52,0.0804
Fe,[100],STGB,BCC,UMA,13,(0 -3 2),67.38,2.04,0.0569
Fe,[100],STGB,BCC,UMA,25,(0 -4 3),73.74,2.08,0.0632
Fe,[100],STGB,BCC,UMA,41,(0 -5 4),77.32,2.18,0.0730
Fe,[100],STGB,BCC,UMA,61,(0 -6 5),79.61,2.31,0.0827
Fe,[100],TWGB,BCC,ADP,265,(1 0 0),4.98,1.06,0.0101
Fe,[100],TWGB,BCC,ADP,221,(1 0 0),5.45,1.11,0.0104
Fe,[100],TWGB,BCC,ADP,181,(1 0 0),6.03,1.17,0.0111
Fe,[100],TWGB,BCC,ADP,145,(1 0 0),6.73,1.23,0.0117
Fe,[100],TWGB,BCC,ADP,257,(1 0 0),7.15,1.26,0.0122
Fe,[100],TWGB,BCC,ADP,113,(1 0 0),7.63,1.29,0.0123
Fe,[100],TWGB,BCC,ADP,197,(1 0 0),8.17,1.34,0.0132
Fe,[100],TWGB,BCC,ADP,85,(1 0 0),8.8,1.36,0.0129
Fe,[100],TWGB,BCC,ADP,61,(1 0 0),10.39,1.44,0.0138
Fe,[100],TWGB,BCC,ADP,101,(1 0 0),11.42,1.52,0.0156
Fe,[100],TWGB,BCC,ADP,41,(1 0 0),12.68,1.54,0.0154
Fe,[100],TWGB,BCC,ADP,25,(1 0 0),16.26,1.64,0.0182
Fe,[100],TWGB,BCC,ADP,37,(1 0 0),18.92,1.74,0.0202
Fe,[100],TWGB,BCC,ADP,13,(1 0 0),22.62,1.76,0.0215
Fe,[100],TWGB,BCC,ADP,89,(1 0 0),25.99,1.87,0.0220
Fe,[100],TWGB,BCC,ADP,17,(1 0 0),28.07,1.85,0.0204
Fe,[100],TWGB,BCC,ADP,53,(1 0 0),31.89,1.88,0.0206
Fe,[100],TWGB,BCC,ADP,109,(1 0 0),33.4,1.88,0.0208
Fe,[100],TWGB,BCC,ADP,5,(1 0 0),36.87,1.99,0.0217
Fe,[100],TWGB,BCC,ADP,73,(1 0 0),41.11,1.90,0.0216
Fe,[100],TWGB,BCC,ADP,97,(1 0 0),42.08,1.90,0.0210
Fe,[100],TWGB,BCC,ADP,29,(1 0 0),43.6,1.91,0.0223
Fe,[100],TWGB,BCC,ADP,29,(1 0 0),46.4,1.91,0.0223
Fe,[100],TWGB,BCC,ADP,97,(1 0 0),47.92,1.90,0.0210
Fe,[100],TWGB,BCC,ADP,73,(1 0 0),48.89,1.90,0.0216
Fe,[100],TWGB,BCC,ADP,5,(1 0 0),53.13,1.99,0.0217
Fe,[100],TWGB,BCC,ADP,109,(1 0 0),56.6,1.88,0.0208
Fe,[100],TWGB,BCC,ADP,53,(1 0 0),58.11,1.88,0.0206
Fe,[100],TWGB,BCC,ADP,17,(1 0 0),61.93,1.85,0.0204
Fe,[100],TWGB,BCC,ADP,89,(1 0 0),64.01,1.87,0.0220
Fe,[100],TWGB,BCC,ADP,13,(1 0 0),67.38,1.76,0.0215
Fe,[100],TWGB,BCC,ADP,37,(1 0 0),71.08,1.74,0.0202
Fe,[100],TWGB,BCC,ADP,25,(1 0 0),73.74,1.64,0.0182
Fe,[100],TWGB,BCC,ADP,41,(1 0 0),77.32,1.54,0.0154
Fe,[100],TWGB,BCC,ADP,101,(1 0 0),78.58,1.52,0.0156
Fe,[100],TWGB,BCC,ADP,61,(1 0 0),79.61,1.44,0.0138
Fe,[100],TWGB,BCC,ADP,85,(1 0 0),81.2,1.36,0.0129
Fe,[100],TWGB,BCC,ADP,197,(1 0 0),81.83,1.34,0.0132
Fe,[100],TWGB,BCC,ADP,113,(1 0 0),82.37,1.29,0.0123
Fe,[100],TWGB,BCC,ADP,257,(1 0 0),82.85,1.26,0.0122
Fe,[100],TWGB,BCC,ADP,145,(1 0 0),83.27,1.23,0.0117
Fe,[100],TWGB,BCC,ADP,181,(1 0 0),83.97,1.17,0.0111
Fe,[100],TWGB,BCC,ADP,221,(1 0 0),84.55,1.11,0.0104
Fe,[100],TWGB,BCC,ADP,265,(1 0 0),85.02,1.06,0.0101
Fe,[100],TWGB,BCC,EAM,265,(1 0 0),4.98,0.89,0.0086
Fe,[100],TWGB,BCC,EAM,221,(1 0 0),5.45,0.93,0.0091
Fe,[100],TWGB,BCC,EAM,181,(1 0 0),6.03,0.97,0.0100
Fe,[100],TWGB,BCC,EAM,145,(1 0 0),6.73,1.02,0.0111
Fe,[100],TWGB,BCC,EAM,257,(1 0 0),7.15,1.05,0.0117
Fe,[100],TWGB,BCC,EAM,113,(1 0 0),7.63,1.07,0.0116
Fe,[100],TWGB,BCC,EAM,197,(1 0 0),8.17,1.11,0.0127
Fe,[100],TWGB,BCC,EAM,85,(1 0 0),8.8,1.14,0.0131
Fe,[100],TWGB,BCC,EAM,61,(1 0 0),10.39,1.21,0.0140
Fe,[100],TWGB,BCC,EAM,101,(1 0 0),11.42,1.26,0.0157
Fe,[100],TWGB,BCC,EAM,41,(1 0 0),12.68,1.31,0.0159
Fe,[100],TWGB,BCC,EAM,25,(1 0 0),16.26,1.40,0.0175
Fe,[100],TWGB,BCC,EAM,13,(1 0 0),22.62,1.52,0.0191
Fe,[100],TWGB,BCC,EAM,89,(1 0 0),25.99,1.58,0.0204
Fe,[100],TWGB,BCC,EAM,17,(1 0 0),28.07,1.57,0.0189
Fe,[100],TWGB,BCC,EAM,53,(1 0 0),31.89,1.61,0.0224
Fe,[100],TWGB,BCC,EAM,109,(1 0 0),33.4,1.61,0.0211
Fe,[100],TWGB,BCC,EAM,5,(1 0 0),36.87,1.58,0.0189
Fe,[100],TWGB,BCC,EAM,73,(1 0 0),41.11,1.63,0.0205
Fe,[100],TWGB,BCC,EAM,97,(1 0 0),42.08,1.64,0.0237
Fe,[100],TWGB,BCC,EAM,29,(1 0 0),43.6,1.61,0.0206
Fe,[100],TWGB,BCC,EAM,29,(1 0 0),46.4,1.61,0.0206
Fe,[100],TWGB,BCC,EAM,97,(1 0 0),47.92,1.64,0.0237
Fe,[100],TWGB,BCC,EAM,73,(1 0 0),48.89,1.63,0.0205
Fe,[100],TWGB,BCC,EAM,5,(1 0 0),53.13,1.58,0.0189
Fe,[100],TWGB,BCC,EAM,109,(1 0 0),56.6,1.61,0.0211
Fe,[100],TWGB,BCC,EAM,53,(1 0 0),58.11,1.61,0.0224
Fe,[100],TWGB,BCC,EAM,17,(1 0 0),61.93,1.57,0.0189
Fe,[100],TWGB,BCC,EAM,89,(1 0 0),64.01,1.58,0.0204
Fe,[100],TWGB,BCC,EAM,13,(1 0 0),67.38,1.52,0.0191
Fe,[100],TWGB,BCC,EAM,25,(1 0 0),73.74,1.40,0.0175
Fe,[100],TWGB,BCC,EAM,41,(1 0 0),77.32,1.31,0.0159
Fe,[100],TWGB,BCC,EAM,101,(1 0 0),78.58,1.26,0.0157
Fe,[100],TWGB,BCC,EAM,61,(1 0 0),79.61,1.21,0.0140
Fe,[100],TWGB,BCC,EAM,85,(1 0 0),81.2,1.14,0.0131
Fe,[100],TWGB,BCC,EAM,197,(1 0 0),81.83,1.11,0.0127
Fe,[100],TWGB,BCC,EAM,113,(1 0 0),82.37,1.07,0.0116
Fe,[100],TWGB,BCC,EAM,257,(1 0 0),82.85,1.05,0.0117
Fe,[100],TWGB,BCC,EAM,145,(1 0 0),83.27,1.02,0.0111
Fe,[100],TWGB,BCC,EAM,181,(1 0 0),83.97,0.97,0.0100
Fe,[100],TWGB,BCC,EAM,221,(1 0 0),84.55,0.93,0.0091
Fe,[100],TWGB,BCC,EAM,265,(1 0 0),85.02,0.89,0.0086
Fe,[100],TWGB,BCC,GRACE,265,(1 0 0),4.98,0.97,0.0108
Fe,[100],TWGB,BCC,GRACE,221,(1 0 0),5.45,1.02,0.0078
Fe,[100],TWGB,BCC,GRACE,181,(1 0 0),6.03,1.10,0.0182
Fe,[100],TWGB,BCC,GRACE,145,(1 0 0),6.73,1.17,0.0188
Fe,[100],TWGB,BCC,GRACE,257,(1 0 0),7.15,1.21,0.0201
Fe,[100],TWGB,BCC,GRACE,113,(1 0 0),7.63,1.24,0.0146
Fe,[100],TWGB,BCC,GRACE,197,(1 0 0),8.17,1.30,0.0208
Fe,[100],TWGB,BCC,GRACE,85,(1 0 0),8.8,1.36,0.0245
Fe,[100],TWGB,BCC,GRACE,61,(1 0 0),10.39,1.47,0.0257
Fe,[100],TWGB,BCC,GRACE,101,(1 0 0),11.42,1.52,0.0257
Fe,[100],TWGB,BCC,GRACE,41,(1 0 0),12.68,1.61,0.0188
Fe,[100],TWGB,BCC,GRACE,65,(1 0 0),14.25,2.00,0.0295
Fe,[100],TWGB,BCC,GRACE,37,(1 0 0),18.92,1.85,0.0240
Fe,[100],TWGB,BCC,GRACE,13,(1 0 0),22.62,1.96,0.0357
Fe,[100],TWGB,BCC,GRACE,89,(1 0 0),25.99,2.01,0.0325
Fe,[100],TWGB,BCC,GRACE,17,(1 0 0),28.07,2.02,0.0348
Fe,[100],TWGB,BCC,GRACE,53,(1 0 0),31.89,2.00,0.0272
Fe,[100],TWGB,BCC,GRACE,109,(1 0 0),33.4,2.03,0.0256
Fe,[100],TWGB,BCC,GRACE,5,(1 0 0),36.87,2.19,0.0383
Fe,[100],TWGB,BCC,GRACE,73,(1 0 0),41.11,2.06,0.0292
Fe,[100],TWGB,BCC,GRACE,97,(1 0 0),42.08,2.06,0.0366
Fe,[100],TWGB,BCC,GRACE,29,(1 0 0),43.6,2.14,0.0286
Fe,[100],TWGB,BCC,GRACE,29,(1 0 0),46.4,2.14,0.0286
Fe,[100],TWGB,BCC,GRACE,97,(1 0 0),47.92,2.06,0.0366
Fe,[100],TWGB,BCC,GRACE,73,(1 0 0),48.89,2.06,0.0292
Fe,[100],TWGB,BCC,GRACE,5,(1 0 0),53.13,2.19,0.0383
Fe,[100],TWGB,BCC,GRACE,109,(1 0 0),56.6,2.03,0.0256
Fe,[100],TWGB,BCC,GRACE,53,(1 0 0),58.11,2.00,0.0272
Fe,[100],TWGB,BCC,GRACE,17,(1 0 0),61.93,2.02,0.0348
Fe,[100],TWGB,BCC,GRACE,89,(1 0 0),64.01,2.01,0.0325
Fe,[100],TWGB,BCC,GRACE,13,(1 0 0),67.38,1.96,0.0357
Fe,[100],TWGB,BCC,GRACE,37,(1 0 0),71.08,1.85,0.0240
Fe,[100],TWGB,BCC,GRACE,65,(1 0 0),75.75,2.00,0.0295
Fe,[100],TWGB,BCC,GRACE,41,(1 0 0),77.32,1.61,0.0188
Fe,[100],TWGB,BCC,GRACE,101,(1 0 0),78.58,1.52,0.0257
Fe,[100],TWGB,BCC,GRACE,61,(1 0 0),79.61,1.47,0.0257
Fe,[100],TWGB,BCC,GRACE,85,(1 0 0),81.2,1.36,0.0245
Fe,[100],TWGB,BCC,GRACE,197,(1 0 0),81.83,1.30,0.0208
Fe,[100],TWGB,BCC,GRACE,113,(1 0 0),82.37,1.24,0.0146
Fe,[100],TWGB,BCC,GRACE,257,(1 0 0),82.85,1.21,0.0201
Fe,[100],TWGB,BCC,GRACE,145,(1 0 0),83.27,1.17,0.0188
Fe,[100],TWGB,BCC,GRACE,181,(1 0 0),83.97,1.10,0.0182
Fe,[100],TWGB,BCC,GRACE,221,(1 0 0),84.55,1.02,0.0078
Fe,[100],TWGB,BCC,GRACE,265,(1 0 0),85.02,0.97,0.0108
Fe,[100],TWGB,BCC,MACE,61,(1 0 0),10.39,1.09,0.0002
Fe,[100],TWGB,BCC,MACE,65,(1 0 0),14.25,1.41,0.0199
Fe,[100],TWGB,BCC,MACE,13,(1 0 0),22.62,1.45,0.0335
Fe,[100],TWGB,BCC,MACE,17,(1 0 0),28.07,1.38,0.0144
Fe,[100],TWGB,BCC,MACE,53,(1 0 0),31.89,1.43,0.0163
Fe,[100],TWGB,BCC,MACE,5,(1 0 0),36.87,1.60,0.0389
Fe,[100],TWGB,BCC,MACE,73,(1 0 0),41.11,1.36,0.0051
Fe,[100],TWGB,BCC,MACE,29,(1 0 0),43.6,1.55,0.0136
Fe,[100],TWGB,BCC,MACE,29,(1 0 0),46.4,1.55,0.0136
Fe,[100],TWGB,BCC,MACE,73,(1 0 0),48.89,1.36,0.0051
Fe,[100],TWGB,BCC,MACE,5,(1 0 0),53.13,1.60,0.0389
Fe,[100],TWGB,BCC,MACE,53,(1 0 0),58.11,1.43,0.0163
Fe,[100],TWGB,BCC,MACE,17,(1 0 0),61.93,1.38,0.0144
Fe,[100],TWGB,BCC,MACE,13,(1 0 0),67.38,1.45,0.0335
Fe,[100],TWGB,BCC,MACE,65,(1 0 0),75.75,1.41,0.0199
Fe,[100],TWGB,BCC,MACE,61,(1 0 0),79.61,1.09,0.0002
Fe,[100],TWGB,BCC,MEAM,265,(1 0 0),4.98,1.06,0.0134
Fe,[100],TWGB,BCC,MEAM,221,(1 0 0),5.45,1.07,0.0140
Fe,[100],TWGB,BCC,MEAM,181,(1 0 0),6.03,1.11,0.0150
Fe,[100],TWGB,BCC,MEAM,145,(1 0 0),6.73,1.17,0.0156
Fe,[100],TWGB,BCC,MEAM,257,(1 0 0),7.15,1.23,0.0171
Fe,[100],TWGB,BCC,MEAM,113,(1 0 0),7.63,1.22,0.0169
Fe,[100],TWGB,BCC,MEAM,197,(1 0 0),8.17,1.31,0.0179
Fe,[100],TWGB,BCC,MEAM,85,(1 0 0),8.8,1.29,0.0188
Fe,[100],TWGB,BCC,MEAM,61,(1 0 0),10.39,1.39,0.0208
Fe,[100],TWGB,BCC,MEAM,101,(1 0 0),11.42,1.49,0.0219
Fe,[100],TWGB,BCC,MEAM,41,(1 0 0),12.68,1.50,0.0230
Fe,[100],TWGB,BCC,MEAM,25,(1 0 0),16.26,1.50,0.0240
Fe,[100],TWGB,BCC,MEAM,37,(1 0 0),18.92,1.66,0.0272
Fe,[100],TWGB,BCC,MEAM,13,(1 0 0),22.62,1.69,0.0296
Fe,[100],TWGB,BCC,MEAM,89,(1 0 0),25.99,1.77,0.0312
Fe,[100],TWGB,BCC,MEAM,17,(1 0 0),28.07,1.84,0.0327
Fe,[100],TWGB,BCC,MEAM,53,(1 0 0),31.89,1.71,0.0293
Fe,[100],TWGB,BCC,MEAM,109,(1 0 0),33.4,1.65,0.0296
Fe,[100],TWGB,BCC,MEAM,5,(1 0 0),36.87,1.14,0.0272
Fe,[100],TWGB,BCC,MEAM,73,(1 0 0),41.11,1.50,0.0301
Fe,[100],TWGB,BCC,MEAM,97,(1 0 0),42.08,1.46,0.0294
Fe,[100],TWGB,BCC,MEAM,29,(1 0 0),43.6,1.69,0.0281
Fe,[100],TWGB,BCC,MEAM,29,(1 0 0),46.4,1.69,0.0281
Fe,[100],TWGB,BCC,MEAM,97,(1 0 0),47.92,1.46,0.0294
Fe,[100],TWGB,BCC,MEAM,73,(1 0 0),48.89,1.50,0.0301
Fe,[100],TWGB,BCC,MEAM,5,(1 0 0),53.13,1.14,0.0272
Fe,[100],TWGB,BCC,MEAM,109,(1 0 0),56.6,1.65,0.0296
Fe,[100],TWGB,BCC,MEAM,53,(1 0 0),58.11,1.71,0.0293
Fe,[100],TWGB,BCC,MEAM,17,(1 0 0),61.93,1.84,0.0327
Fe,[100],TWGB,BCC,MEAM,89,(1 0 0),64.01,1.77,0.0312
Fe,[100],TWGB,BCC,MEAM,13,(1 0 0),67.38,1.69,0.0296
Fe,[100],TWGB,BCC,MEAM,37,(1 0 0),71.08,1.66,0.0272
Fe,[100],TWGB,BCC,MEAM,25,(1 0 0),73.74,1.50,0.0240
Fe,[100],TWGB,BCC,MEAM,41,(1 0 0),77.32,1.50,0.0230
Fe,[100],TWGB,BCC,MEAM,101,(1 0 0),78.58,1.49,0.0219
Fe,[100],TWGB,BCC,MEAM,61,(1 0 0),79.61,1.39,0.0208
Fe,[100],TWGB,BCC,MEAM,85,(1 0 0),81.2,1.29,0.0188
Fe,[100],TWGB,BCC,MEAM,197,(1 0 0),81.83,1.31,0.0179
Fe,[100],TWGB,BCC,MEAM,113,(1 0 0),82.37,1.22,0.0169
Fe,[100],TWGB,BCC,MEAM,257,(1 0 0),82.85,1.23,0.0171
Fe,[100],TWGB,BCC,MEAM,145,(1 0 0),83.27,1.17,0.0156
Fe,[100],TWGB,BCC,MEAM,181,(1 0 0),83.97,1.11,0.0150
Fe,[100],TWGB,BCC,MEAM,221,(1 0 0),84.55,1.07,0.0140
Fe,[100],TWGB,BCC,MEAM,265,(1 0 0),85.02,1.06,0.0134
Fe,[100],TWGB,BCC,ORB,61,(1 0 0),10.39,1.49,0.0282
Fe,[100],TWGB,BCC,ORB,41,(1 0 0),12.68,1.63,0.0295
Fe,[100],TWGB,BCC,ORB,65,(1 0 0),14.25,2.11,0.0389
Fe,[100],TWGB,BCC,ORB,25,(1 0 0),16.26,1.80,0.0292
Fe,[100],TWGB,BCC,ORB,37,(1 0 0),18.92,1.96,0.0339
Fe,[100],TWGB,BCC,ORB,13,(1 0 0),22.62,1.91,0.0394
Fe,[100],TWGB,BCC,ORB,17,(1 0 0),28.07,2.05,0.0397
Fe,[100],TWGB,BCC,ORB,53,(1 0 0),31.89,2.13,0.0367
Fe,[100],TWGB,BCC,ORB,5,(1 0 0),36.87,2.26,0.0477
Fe,[100],TWGB,BCC,ORB,29,(1 0 0),43.6,2.32,0.0713
Fe,[100],TWGB,BCC,ORB,29,(1 0 0),46.4,2.32,0.0713
Fe,[100],TWGB,BCC,ORB,5,(1 0 0),53.13,2.26,0.0477
Fe,[100],TWGB,BCC,ORB,53,(1 0 0),58.11,2.13,0.0367
Fe,[100],TWGB,BCC,ORB,17,(1 0 0),61.93,2.05,0.0397
Fe,[100],TWGB,BCC,ORB,13,(1 0 0),67.38,1.91,0.0394
Fe,[100],TWGB,BCC,ORB,37,(1 0 0),71.08,1.96,0.0339
Fe,[100],TWGB,BCC,ORB,25,(1 0 0),73.74,1.80,0.0292
Fe,[100],TWGB,BCC,ORB,65,(1 0 0),75.75,2.11,0.0389
Fe,[100],TWGB,BCC,ORB,41,(1 0 0),77.32,1.63,0.0295
Fe,[100],TWGB,BCC,ORB,61,(1 0 0),79.61,1.49,0.0282
Fe,[100],TWGB,BCC,SevenNet,41,(1 0 0),12.68,1.05,0.0053
Fe,[100],TWGB,BCC,SevenNet,37,(1 0 0),18.92,1.25,0.0266
Fe,[100],TWGB,BCC,SevenNet,13,(1 0 0),22.62,1.21,0.0284
Fe,[100],TWGB,BCC,SevenNet,17,(1 0 0),28.07,1.22,0.0239
Fe,[100],TWGB,BCC,SevenNet,5,(1 0 0),36.87,1.35,0.0292
Fe,[100],TWGB,BCC,SevenNet,5,(1 0 0),53.13,1.35,0.0292
Fe,[100],TWGB,BCC,SevenNet,17,(1 0 0),61.93,1.22,0.0239
Fe,[100],TWGB,BCC,SevenNet,13,(1 0 0),67.38,1.21,0.0284
Fe,[100],TWGB,BCC,SevenNet,37,(1 0 0),71.08,1.25,0.0266
Fe,[100],TWGB,BCC,SevenNet,41,(1 0 0),77.32,1.05,0.0053
Fe,[100],TWGB,BCC,UMA,61,(1 0 0),10.39,1.94,0.0490
Fe,[100],TWGB,BCC,UMA,41,(1 0 0),12.68,2.06,0.0495
Fe,[100],TWGB,BCC,UMA,25,(1 0 0),16.26,2.21,0.0500
Fe,[100],TWGB,BCC,UMA,13,(1 0 0),22.62,2.48,0.0636
Fe,[100],TWGB,BCC,UMA,5,(1 0 0),36.87,2.73,0.0686
Fe,[100],TWGB,BCC,UMA,29,(1 0 0),43.6,2.64,0.0598
Fe,[100],TWGB,BCC,UMA,5,(1 0 0),53.13,2.73,0.0686
Fe,[100],TWGB,BCC,UMA,53,(1 0 0),58.11,2.53,0.0595
Fe,[100],TWGB,BCC,UMA,17,(1 0 0),61.93,2.54,0.0640
Fe,[100],TWGB,BCC,UMA,37,(1 0 0),71.08,2.35,0.0545
Fe,[100],TWGB,BCC,UMA,65,(1 0 0),75.75,2.53,0.0604
Fe,[110],STGB,BCC,ADP,289,(1 -1 24),6.74,1.39,0.0249
Fe,[110],STGB,BCC,ADP,243,(-11 11 1),7.36,1.33,0.0120
Fe,[110],STGB,BCC,ADP,201,(-10 10 1),8.09,1.42,0.0138
Fe,[110],STGB,BCC,ADP,291,(1 -1 17),9.51,1.64,0.0195
Fe,[110],STGB,BCC,ADP,129,(-8 8 1),10.1,1.50,0.0137
Fe,[110],STGB,BCC,ADP,227,(-15 15 2),10.77,1.66,0.0187
Fe,[110],STGB,BCC,ADP,99,(-7 7 1),11.54,1.66,0.0283
Fe,[110],STGB,BCC,ADP,73,(-6 6 1),13.44,1.64,0.0234
Fe,[110],STGB,BCC,ADP,51,(-5 5 1),16.1,1.67,0.0223
Fe,[110],STGB,BCC,ADP,83,(-9 9 2),17.86,1.93,0.0236
Fe,[110],STGB,BCC,ADP,33,(-4 4 1),20.05,1.89,0.0264
Fe,[110],STGB,BCC,ADP,19,(-3 3 1),26.53,1.97,0.0323
Fe,[110],STGB,BCC,ADP,27,(-5 5 2),31.59,1.95,0.0217
Fe,[110],STGB,BCC,ADP,89,(-2 2 -9),34.89,2.12,0.0281
Fe,[110],STGB,BCC,ADP,9,(-1 1 -4),38.94,1.55,0.0065
Fe,[110],STGB,BCC,ADP,57,(-2 2 -7),44,2.09,0.0301
Fe,[110],STGB,BCC,ADP,59,(-5 5 3),45.98,2.18,0.0454
Fe,[110],STGB,BCC,ADP,11,(-3 3 2),50.48,1.48,0.0187
Fe,[110],STGB,BCC,ADP,41,(-3 3 -8),55.88,1.76,0.0297
Fe,[110],STGB,BCC,ADP,97,(-5 5 -12),61.02,1.85,0.0238
Fe,[110],STGB,BCC,ADP,67,(-3 3 -7),62.44,1.98,0.0343
Fe,[110],STGB,BCC,ADP,3,(-1 1 1),70.53,0.39,0.0004
Fe,[110],STGB,BCC,ADP,81,(7 -7 -8),77.88,2.06,0.0335
Fe,[110],STGB,BCC,ADP,43,(5 -5 -6),80.63,1.93,0.0256
Fe,[110],STGB,BCC,ADP,17,(3 -3 -4),86.63,1.71,0.0128
Fe,[110],STGB,BCC,EAM,289,(1 -1 24),6.74,1.21,0.0091
Fe,[110],STGB,BCC,EAM,243,(-11 11 1),7.36,1.11,0.0072
Fe,[110],STGB,BCC,EAM,201,(-10 10 1),8.09,1.20,0.0078
Fe,[110],STGB,BCC,EAM,291,(1 -1 17),9.51,1.38,0.0090
Fe,[110],STGB,BCC,EAM,129,(-8 8 1),10.1,1.23,0.0094
Fe,[110],STGB,BCC,EAM,227,(-15 15 2),10.77,1.38,0.0094
Fe,[110],STGB,BCC,EAM,99,(-7 7 1),11.54,1.38,0.0169
Fe,[110],STGB,BCC,EAM,73,(-6 6 1),13.44,1.73,0.0320
Fe,[110],STGB,BCC,EAM,51,(-5 5 1),16.1,1.84,0.0382
Fe,[110],STGB,BCC,EAM,83,(-9 9 2),17.86,1.55,0.0135
Fe,[110],STGB,BCC,EAM,33,(-4 4 1),20.05,1.49,0.0292
Fe,[110],STGB,BCC,EAM,19,(-3 3 1),26.53,1.61,0.0388
Fe,[110],STGB,BCC,EAM,27,(-5 5 2),31.59,1.62,0.0180
Fe,[110],STGB,BCC,EAM,89,(-2 2 -9),34.89,1.79,0.0185
Fe,[110],STGB,BCC,EAM,9,(-1 1 -4),38.94,1.28,0.0279
Fe,[110],STGB,BCC,EAM,57,(-2 2 -7),44,1.80,0.0185
Fe,[110],STGB,BCC,EAM,59,(-5 5 3),45.98,1.54,0.0230
Fe,[110],STGB,BCC,EAM,11,(-3 3 2),50.48,1.17,0.0176
Fe,[110],STGB,BCC,EAM,41,(-3 3 -8),55.88,1.34,0.0173
